329.513,118.536
331.268,118.522
333.024,118.509
334.779,118.495
336.535,118.482
338.29,118.468
340.046,118.455
341.801,118.441
343.557,118.428
345.313,118.414
347.068,118.401
348.824,118.387
350.579,118.373
352.335,118.36
354.09,118.346
355.846,118.333
357.602,118.319
359.357,118.306
361.113,118.292
362.868,118.279
364.624,118.265
366.379,118.252
368.135,118.238
369.89,118.224
371.646,118.211
373.402,118.197
375.157,118.184
376.913,118.17
378.668,118.157
380.424,118.143
382.179,118.13
383.935,118.116
385.691,118.103
387.446,118.089
389.202,118.076
390.957,118.062
392.713,118.048
394.468,118.035
396.224,118.021
397.98,118.008
398.789,117.296
398.284,115.614
397.78,113.933
397.275,112.251
396.771,110.57
396.266,108.888
395.762,107.206
395.257,105.525
394.753,103.843
394.249,102.162
393.744,100.48
393.24,98.799
392.735,97.117
392.231,95.435
391.726,93.754
391.222,92.072
390.717,90.391
390.213,88.709
389.708,87.028
389.204,85.346
388.699,83.664
388.195,81.983
387.69,80.301
387.186,78.62
386.681,76.938
386.177,75.257
385.672,73.575
385.168,71.893
384.664,70.212
384.159,68.53
383.655,66.849
383.15,65.167
382.646,63.486
382.141,61.804
381.637,60.122
381.132,58.441
380.628,56.759
380.123,55.078
379.619,53.396
379.114,51.714
378.61,50.033
378.105,48.351
377.601,46.67
377.096,44.988
376.592,43.307
376.088,41.625
375.583,39.943
375.079,38.262
374.574,36.58
374.07,34.899
373.565,33.217
373.061,31.536
372.556,29.854
372.052,28.172
371.547,26.491
371.043,24.809
370.538,23.128
370.034,21.446
369.529,19.765
369.025,18.083
368.52,16.401
368.016,14.72
367.511,13.038
367.007,11.357
366.503,9.675
366.006,8.004
367.485,8.949
368.965,9.894
370.444,10.839
371.924,11.784
373.403,12.729
374.883,13.674
376.362,14.619
377.842,15.564
379.321,16.509
380.801,17.455
382.28,18.4
383.76,19.345
385.239,20.29
386.719,21.235
388.198,22.18
389.678,23.125
391.158,24.07
392.637,25.015
394.117,25.96
395.596,26.905
397.076,27.851
398.555,28.796
400.035,29.741
401.514,30.686
402.994,31.631
404.473,32.576
405.953,33.521
407.432,34.466
408.912,35.411
410.391,36.356
411.871,37.302
413.35,38.247
414.83,39.192
416.309,40.137
417.789,41.082
419.268,42.027
420.748,42.972
422.227,43.917
423.707,44.862
425.187,45.807
426.666,46.752
428.146,47.698
429.625,48.643
431.105,49.588
432.584,50.533
434.064,51.478
435.543,52.423
437.023,53.368
438.502,54.313
439.982,55.258
441.461,56.203
442.941,57.148
444.42,58.094
445.9,59.039
447.379,59.984
448.859,60.929
450.338,61.874
451.818,62.819
453.297,63.764
454.777,64.709
456.256,65.654
457.736,66.599
459.216,67.545
460.695,68.49
462.175,69.435
463.654,70.38
465.134,71.325
466.613,72.27
468.093,73.215
469.572,74.16
471.052,75.105
472.531,76.05
474.011,76.995
475.49,77.941
476.97,78.886
478.449,79.831
479.929,80.776
481.408,81.721
482.888,82.666
484.367,83.611
485.847,84.556
487.326,85.501
488.806,86.446
490.285,87.391
491.765,88.337
493.245,89.282
494.724,90.227
496.204,91.172
497.683,92.117
499.163,93.062
500.642,94.007
502.122,94.952
503.601,95.897
505.081,96.842
506.56,97.788
508.04,98.733
509.519,99.678
510.999,100.623
512.478,101.568
513.958,102.513
515.437,103.458
516.917,104.403
518.396,105.348
519.876,106.293
521.355,107.238
522.835,108.184
524.314,109.129
525.794,110.074
527.274,111.019
528.753,111.964
530.233,112.909
531.712,113.854
533.192,114.799
534.671,115.744
536.151,116.689
537.63,117.634
539.11,118.58
540.589,119.525
542.069,120.47
543.548,121.415
545.028,122.36
546.507,123.305
547.987,124.25
549.466,125.195
550.946,126.14
552.425,127.085
553.905,128.031
555.384,128.976
556.864,129.921
558.343,130.866
559.823,131.811
561.303,132.756
562.782,133.701
564.262,134.646
565.741,135.591
567.221,136.536
568.7,137.481
570.18,138.427
571.659,139.372
573.139,140.317
574.618,141.262
576.098,142.207
577.577,143.152
579.057,144.097
580.536,145.042
582.016,145.987
583.495,146.932
584.975,147.877
586.454,148.823
587.934,149.768
589.413,150.713
590.893,151.658
592.372,152.603
593.852,153.548
595.332,154.493
596.811,155.438
598.291,156.383
599.77,157.328
601.25,158.274
602.729,159.219
604.209,160.164
605.688,161.109
607.168,162.054
608.647,162.999
610.127,163.944
611.606,164.889
613.086,165.834
614.565,166.779
616.045,167.724
617.524,168.67
619.004,169.615
620.483,170.56
621.963,171.505
623.442,172.45
624.922,173.395
626.401,174.34
627.881,175.285
628.656,176.255
627.246,177.3
625.835,178.345
624.424,179.39
623.014,180.435
621.603,181.48
620.192,182.525
618.782,183.571
617.371,184.616
615.961,185.661
614.55,186.706
613.139,187.751
611.729,188.796
610.318,189.841
608.907,190.886
607.497,191.932
606.086,192.977
604.675,194.022
603.265,195.067
601.854,196.112
600.444,197.157
599.033,198.202
597.622,199.247
596.212,200.293
594.801,201.338
593.39,202.383
591.98,203.428
590.569,204.473
589.158,205.518
587.748,206.563
586.337,207.608
584.927,208.654
583.516,209.699
582.105,210.744
580.695,211.789
579.284,212.834
577.873,213.879
576.463,214.924
575.052,215.97
573.641,217.015
572.231,218.06
570.82,219.105
569.41,220.15
567.999,221.195
566.588,222.24
565.178,223.285
563.767,224.331
562.356,225.376
560.946,226.421
559.535,227.466
558.124,228.511
556.714,229.556
555.303,230.601
553.893,231.646
552.482,232.692
551.071,233.737
549.661,234.782
548.25,235.827
546.839,236.872
545.429,237.917
544.018,238.962
542.607,240.007
541.197,241.053
539.786,242.098
538.376,243.143
536.965,244.188
535.554,245.233
534.144,246.278
532.733,247.323
531.322,248.368
529.912,249.414
528.501,250.459
527.09,251.504
525.68,252.549
524.269,253.594
522.859,254.639
521.448,255.684
520.037,256.729
518.627,257.775
517.216,258.82
515.805,259.865
514.395,260.91
512.984,261.955
511.573,263
510.163,264.045
508.752,265.09
507.342,266.136
505.931,267.181
504.52,268.226
503.11,269.271
501.699,270.316
500.288,271.361
498.878,272.406
497.467,273.452
496.056,274.497
494.646,275.542
493.235,276.587
491.825,277.632
490.414,278.677
489.003,279.722
487.593,280.767
486.182,281.813
484.771,282.858
483.361,283.903
481.95,284.948
480.539,285.993
479.129,287.038
477.718,288.083
476.308,289.128
474.897,290.174
473.486,291.219
472.076,292.264
470.665,293.309
469.254,294.354
467.844,295.399
466.433,296.444
465.022,297.489
463.612,298.535
462.201,299.58
460.791,300.625
459.38,301.67
457.969,302.715
456.559,303.76
455.148,304.805
453.737,305.85
452.327,306.896
450.916,307.941
449.505,308.986
448.095,310.031
446.684,311.076
445.274,312.121
443.863,313.166
442.452,314.211
441.042,315.257
439.631,316.302
438.22,317.347
436.81,318.392
435.399,319.437
433.988,320.482
432.578,321.527
431.167,322.572
429.757,323.618
428.346,324.663
426.935,325.708
425.525,326.753
424.114,327.798
422.703,328.843
421.293,329.888
419.882,330.934
418.471,331.979
417.061,333.024
415.65,334.069
414.24,335.114
412.829,336.159
411.418,337.204
410.008,338.249
408.597,339.295
407.186,340.34
405.776,341.385
404.365,342.43
402.954,343.475
401.544,344.52
400.133,345.565
398.723,346.61
397.312,347.656
395.901,348.701
394.491,349.746
393.08,350.791
391.669,351.836
390.259,352.881
388.848,353.926
387.437,354.971
386.027,356.017
384.616,357.062
383.206,358.107
382.043,358.748
382.337,357.018
382.631,355.287
382.924,353.556
383.218,351.825
383.512,350.094
383.806,348.363
384.1,346.632
384.394,344.902
384.688,343.171
384.982,341.44
385.276,339.709
385.57,337.978
385.864,336.247
386.158,334.517
386.451,332.786
386.745,331.055
387.039,329.324
387.333,327.593
387.627,325.862
387.921,324.132
388.215,322.401
388.509,320.67
388.803,318.939
389.097,317.208
389.391,315.477
389.685,313.747
389.978,312.016
390.272,310.285
390.566,308.554
390.86,306.823
391.154,305.092
391.448,303.362
391.742,301.631
392.036,299.9
392.33,298.169
392.624,296.438
392.918,294.707
393.212,292.977
393.505,291.246
393.799,289.515
394.093,287.784
394.387,286.053
394.681,284.322
394.975,282.592
395.269,280.861
395.563,279.13
395.857,277.399
396.151,275.668
396.445,273.937
396.739,272.206
397.032,270.476
397.326,268.745
397.62,267.014
397.914,265.283
398.208,263.552
398.502,261.821
398.796,260.091
399.09,258.36
399.384,256.629
399.678,254.898
399.972,253.167
398.414,253
396.658,253
394.903,253
393.147,253
391.392,253
389.636,253
387.88,253
386.125,253
384.369,253
382.613,253
380.858,253
379.102,253
377.347,253
375.591,253
373.835,253
372.08,253
370.324,253
368.569,253
366.813,253
365.057,253
363.302,253
361.546,253
359.79,253
358.035,253
356.279,253
354.524,253
352.768,253
351.012,253
349.257,253
347.501,253
345.746,253
343.99,253
342.234,253
340.479,253
338.723,253
336.967,253
335.212,253
333.456,253
331.701,253
329.945,253
328.189,253
326.434,253
324.678,253
322.923,253
321.167,253
319.411,253
317.656,253
315.9,253
314.144,253
312.389,253
310.633,253
308.878,253
307.122,253
305.366,253
303.611,253
301.855,253
300.1,253
298.344,253
296.588,253
294.833,253
293.077,253
291.321,253
289.566,253
287.81,253
286.055,253
284.299,253
282.543,253
280.788,253
279.032,253
277.277,253
275.521,253
273.765,253
272.01,253
270.254,253
268.498,253
266.743,253
264.987,253
263.232,253
261.476,253
259.72,253
257.965,253
256.209,253
254.454,253
252.698,253
250.942,253
249.187,253
247.431,253
245.675,253
243.92,253
242.164,253
240.409,253
238.653,253
236.897,253
235.142,253
233.386,253
231.631,253
229.875,253
228.119,253
226.364,253
224.608,253
222.852,253
221.097,253
219.341,253
217.586,253
215.83,253
214.074,253
212.319,253
210.563,253
208.808,253
207.052,253
205.296,253
203.541,253
201.785,253
200.029,253
198.274,253
196.518,253
194.763,253
193.007,253
191.251,253
189.496,253
187.74,253
185.985,253
184.229,253
182.473,253
180.718,253
178.962,253
177.206,253
175.451,253
173.695,253
171.94,253
170.184,253
168.428,253
166.673,253
164.917,253
163.162,253
161.406,253
159.65,253
157.895,253
156.139,253
154.383,253
152.628,253
150.872,253
149.117,253
147.361,253
145.605,253
143.85,253
142.094,253
140.339,253
138.583,253
136.827,253
135.072,253
133.316,253
131.56,253
129.805,253
128.049,253
126.294,253
124.538,253
122.782,253
121.027,253
119.271,253
117.516,253
115.76,253
114.004,253
112.249,253
110.493,253
108.737,253
106.982,253
105.226,253
103.471,253
101.715,253
99.959,253
98.204,253
96.448,253
94.693,253
92.937,253
91.181,253
89.426,253
87.67,253
85.914,253
84.159,253
82.403,253
80.648,253
78.892,253
77.136,253
75.381,253
73.625,253
71.87,253
70.114,253
68.358,253
66.603,253
64.847,253
63.091,253
61.336,253
59.58,253
57.825,253
56.069,253
54.313,253
52.558,253
50.802,253
49.047,253
47.291,253
45.535,253
43.78,253
42.024,253
40.268,253
38.513,253
36.757,253
35.002,253
33.246,253
31.49,253
29.735,253
27.979,253
26.224,253
24.468,253
22.712,253
20.957,253
19.201,253
17.445,253
15.69,253
13.934,253
12.179,253
10.423,253
9.003,252.667
9.016,250.912
9.029,249.156
9.042,247.401
9.056,245.645
9.069,243.89
9.082,242.134
9.096,240.378
9.109,238.623
9.122,236.867
9.136,235.112
9.149,233.356
9.162,231.601
9.175,229.845
9.189,228.089
9.202,226.334
9.215,224.578
9.229,222.823
9.242,221.067
9.255,219.312
9.269,217.556
9.282,215.801
9.295,214.045
9.308,212.289
9.322,210.534
9.335,208.778
9.348,207.023
9.362,205.267
9.375,203.512
9.388,201.756
9.402,200
9.415,198.245
9.428,196.489
9.441,194.734
9.455,192.978
9.468,191.223
9.481,189.467
9.495,187.711
9.508,185.956
9.521,184.2
9.535,182.445
9.548,180.689
9.561,178.934
9.574,177.178
9.588,175.423
9.601,173.667
9.614,171.911
9.628,170.156
9.641,168.4
9.654,166.645
9.668,164.889
9.681,163.134
9.694,161.378
9.707,159.622
9.721,157.867
9.734,156.111
9.747,154.356
9.761,152.6
9.774,150.845
9.787,149.089
9.801,147.333
9.814,145.578
9.827,143.822
9.84,142.067
9.854,140.311
9.867,138.556
9.88,136.8
9.894,135.045
9.907,133.289
9.92,131.533
9.934,129.778
9.947,128.022
9.96,126.267
9.973,124.511
9.987,122.756
10,121
